full_text,clean_text,tokens,stopword,remove_slang,stemming,stemming_sentence,translated_en,sentiment,polarity_score,label
enih kalo gue klik check out beneran auto pake hastag kaburajadulu gak sih https://t.co/P6qIgks4xD,enih kalo gue klik check out beneran auto pake hastag kaburajadulu gak sih,"['enih', 'kalo', 'gue', 'klik', 'check', 'out', 'beneran', 'auto', 'pake', 'hastag', 'kaburajadulu', 'gak', 'sih']","['enih', 'klik', 'check', 'out', 'beneran', 'auto', 'pake', 'hastag', 'kaburajadulu']","['enih', 'klik', 'check', 'out', 'auto', 'hastag', 'kaburajadulu']","['enih', 'klik', 'check', 'out', 'auto', 'hastag', 'kaburajadulu']",enih klik check out auto hastag kaburajadulu,enih click check out auto hastag kaburajadulu,netral,0.0,1
KONOHA INI KOMEDI BANGET YAAAA INI TUH MEMPERKUAT NIAT #KaburAjaDulu Wkwkwkw,konoha ini komedi banget yaaaa ini tuh memperkuat niat kaburajadulu wkwkwkw,"['konoha', 'ini', 'komedi', 'banget', 'yaaaa', 'ini', 'tuh', 'memperkuat', 'niat', 'kaburajadulu', 'wkwkwkw']","['konoha', 'komedi', 'yaaaa', 'memperkuat', 'niat', 'kaburajadulu', 'wkwkwkw']","['konoha', 'komedi', 'memperkuat', 'niat', 'kaburajadulu', 'wkwkwkw']","['konoha', 'komedi', 'kuat', 'niat', 'kaburajadulu', 'wkwkwkw']",konoha komedi kuat niat kaburajadulu wkwkwkw,konoha comedy strong intention kaburajadulu wkwkwkw,positif,0.4333333333333333,2
Ternyata yang #kaburajadulu adalah para investor...,ternyata yang kaburajadulu adalah para investor,"['ternyata', 'yang', 'kaburajadulu', 'adalah', 'para', 'investor']","['kaburajadulu', 'investor']","['kaburajadulu', 'investor']","['kaburajadulu', 'investor']",kaburajadulu investor,kaburajadulu investor,netral,0.0,1
Final for Proliga banyak ekspat Amerika. Is dis #kaburajadulu versi atlet voli USA kah ,final for proliga banyak ekspat amerika is dis kaburajadulu versi atlet voli usa kah,"['final', 'for', 'proliga', 'banyak', 'ekspat', 'amerika', 'is', 'dis', 'kaburajadulu', 'versi', 'atlet', 'voli', 'usa', 'kah']","['final', 'for', 'proliga', 'ekspat', 'amerika', 'is', 'dis', 'kaburajadulu', 'versi', 'atlet', 'voli', 'usa', 'kah']","['final', 'for', 'proliga', 'ekspat', 'amerika', 'is', 'dis', 'kaburajadulu', 'versi', 'atlet', 'voli', 'kah']","['final', 'for', 'proliga', 'ekspat', 'amerika', 'is', 'dis', 'kaburajadulu', 'versi', 'atlet', 'voli', 'kah']",final for proliga ekspat amerika is dis kaburajadulu versi atlet voli kah,final for proliga expat america is dis kaburajadulu version of volleyball athletes,netral,0.0,1
semakin yakin untuk #KaburAjaDulu wlaupun hidup di negara orang pasti banyak gaenaknya tp klo dibandingin yaa lebih gaenak jdi WNI️,semakin yakin untuk kaburajadulu wlaupun hidup di negara orang pasti banyak gaenaknya tp klo dibandingin yaa lebih gaenak jdi wni,"['semakin', 'yakin', 'untuk', 'kaburajadulu', 'wlaupun', 'hidup', 'di', 'negara', 'orang', 'pasti', 'banyak', 'gaenaknya', 'tp', 'klo', 'dibandingin', 'yaa', 'lebih', 'gaenak', 'jdi', 'wni']","['kaburajadulu', 'wlaupun', 'hidup', 'negara', 'gaenaknya', 'tp', 'klo', 'dibandingin', 'yaa', 'gaenak', 'jdi', 'wni']","['kaburajadulu', 'hidup', 'negara', 'gaenaknya', 'dibandingin', 'gaenak', 'wni']","['kaburajadulu', 'hidup', 'negara', 'gaenaknya', 'dibandingin', 'gaenak', 'wni']",kaburajadulu hidup negara gaenaknya dibandingin gaenak wni,kaburajadulu life of the state of gaennya ur it is compared to gaenak indonesian citizens,netral,0.0,1
lu pada ikut #kaburajadulu melarikan diri dari rezim juga kah @Stray_Kids,lu pada ikut kaburajadulu melarikan diri dari rezim juga kah,"['lu', 'pada', 'ikut', 'kaburajadulu', 'melarikan', 'diri', 'dari', 'rezim', 'juga', 'kah']","['kaburajadulu', 'melarikan', 'rezim', 'kah']","['kaburajadulu', 'melarikan', 'rezim', 'kah']","['kaburajadulu', 'lari', 'rezim', 'kah']",kaburajadulu lari rezim kah,kaburajadulu running regime,netral,0.0,1
nih bagi siapa pun yg telah menaikkan Taggar #KaburAjaDulu #NKRI tetap harga mati 554 orang itu nggk sedikit #merderka #hidup_prabowo https://t.co/rzVgVYytOL,nih bagi siapa pun yg telah menaikkan taggar kaburajadulu nkri tetap harga mati orang itu nggk sedikit merderka hidupprabowo,"['nih', 'bagi', 'siapa', 'pun', 'yg', 'telah', 'menaikkan', 'taggar', 'kaburajadulu', 'nkri', 'tetap', 'harga', 'mati', 'orang', 'itu', 'nggk', 'sedikit', 'merderka', 'hidupprabowo']","['yg', 'menaikkan', 'taggar', 'kaburajadulu', 'nkri', 'harga', 'mati', 'nggk', 'merderka', 'hidupprabowo']","['menaikkan', 'taggar', 'kaburajadulu', 'nkri', 'harga', 'mati', 'merderka', 'hidupprabowo']","['naik', 'taggar', 'kaburajadulu', 'nkri', 'harga', 'mati', 'merderka', 'hidupprabowo']",naik taggar kaburajadulu nkri harga mati merderka hidupprabowo,taggar kaburajadulu nkri dead prices,negatif,-0.2,0
what if ternyata #kaburajadulu yg awalnya dipake sama penduduk indonesia dipake sama foreign investor??? makanya IHSG melemah??? foreign investor narik investment sambil bilang #kaburajadulu ngeliat indonesia yang porak poranda ini,what if ternyata kaburajadulu yg awalnya dipake sama penduduk indonesia dipake sama foreign investor makanya ihsg melemah foreign investor narik investment sambil bilang kaburajadulu ngeliat indonesia yang porak poranda ini,"['what', 'if', 'ternyata', 'kaburajadulu', 'yg', 'awalnya', 'dipake', 'sama', 'penduduk', 'indonesia', 'dipake', 'sama', 'foreign', 'investor', 'makanya', 'ihsg', 'melemah', 'foreign', 'investor', 'narik', 'investment', 'sambil', 'bilang', 'kaburajadulu', 'ngeliat', 'indonesia', 'yang', 'porak', 'poranda', 'ini']","['what', 'if', 'kaburajadulu', 'yg', 'dipake', 'penduduk', 'indonesia', 'dipake', 'foreign', 'investor', 'ihsg', 'melemah', 'foreign', 'investor', 'narik', 'investment', 'bilang', 'kaburajadulu', 'ngeliat', 'indonesia', 'porak', 'poranda']","['what', 'if', 'kaburajadulu', 'penduduk', 'indonesia', 'foreign', 'investor', 'ihsg', 'melemah', 'foreign', 'investor', 'investment', 'bilang', 'kaburajadulu', 'indonesia', 'porak', 'poranda']","['what', 'if', 'kaburajadulu', 'duduk', 'indonesia', 'foreign', 'investor', 'ihsg', 'lemah', 'foreign', 'investor', 'investment', 'bilang', 'kaburajadulu', 'indonesia', 'porak', 'poranda']",what if kaburajadulu duduk indonesia foreign investor ihsg lemah foreign investor investment bilang kaburajadulu indonesia porak poranda,what if kaburajadulu sitting indonesia foreign investor ihsg weak foreign investor investment said kaburajadulu indonesia is in ruins,negatif,-0.19375,0
DUITKUUUUUUU DI BURSA duluan #KABURAJADULU,duitkuuuuuuu di bursa duluan kaburajadulu,"['duitkuuuuuuu', 'di', 'bursa', 'duluan', 'kaburajadulu']","['duitkuuuuuuu', 'bursa', 'duluan', 'kaburajadulu']","['duitkuuuuuuu', 'bursa', 'duluan', 'kaburajadulu']","['duitkuuuuuuu', 'bursa', 'duluan', 'kaburajadulu']",duitkuuuuuuu bursa duluan kaburajadulu,moneykuuuuuuuuu first kaburajadulu,positif,0.25,2
tepat nya 554 orang;mereka menyesal karena terburu-buru percaya #online scamming &amp; Taggar #KaburAjaDulu JELAS PATUT DICURIGAI sebagai kontra intelejen bahkan menurut Bp Budi Gunawan menkopolkam RI sebagian korban #tppo menjadi korban jual beli organ tubuh manusia tetapi bukan WNI,tepat nya orangmereka menyesal karena terburuburu percaya online scamming amp taggar kaburajadulu jelas patut dicurigai sebagai kontra intelejen bahkan menurut bp budi gunawan menkopolkam ri sebagian korban tppo menjadi korban jual beli organ tubuh manusia tetapi bukan wni,"['tepat', 'nya', 'orangmereka', 'menyesal', 'karena', 'terburuburu', 'percaya', 'online', 'scamming', 'amp', 'taggar', 'kaburajadulu', 'jelas', 'patut', 'dicurigai', 'sebagai', 'kontra', 'intelejen', 'bahkan', 'menurut', 'bp', 'budi', 'gunawan', 'menkopolkam', 'ri', 'sebagian', 'korban', 'tppo', 'menjadi', 'korban', 'jual', 'beli', 'organ', 'tubuh', 'manusia', 'tetapi', 'bukan', 'wni']","['orangmereka', 'menyesal', 'terburuburu', 'percaya', 'online', 'scamming', 'taggar', 'kaburajadulu', 'patut', 'dicurigai', 'kontra', 'intelejen', 'bp', 'budi', 'gunawan', 'menkopolkam', 'ri', 'korban', 'tppo', 'korban', 'jual', 'beli', 'organ', 'tubuh', 'manusia', 'wni']","['orangmereka', 'menyesal', 'terburuburu', 'percaya', 'online', 'scamming', 'taggar', 'kaburajadulu', 'patut', 'dicurigai', 'kontra', 'intelejen', 'bp', 'budi', 'gunawan', 'menkopolkam', 'ri', 'korban', 'tppo', 'korban', 'jual', 'beli', 'organ', 'tubuh', 'manusia', 'wni']","['orangmereka', 'sesal', 'terburuburu', 'percaya', 'online', 'scamming', 'taggar', 'kaburajadulu', 'patut', 'curiga', 'kontra', 'intelejen', 'bp', 'budi', 'gunawan', 'menkopolkam', 'ri', 'korban', 'tppo', 'korban', 'jual', 'beli', 'organ', 'tubuh', 'manusia', 'wni']",orangmereka sesal terburuburu percaya online scamming taggar kaburajadulu patut curiga kontra intelejen bp budi gunawan menkopolkam ri korban tppo korban jual beli organ tubuh manusia wni,people they regrets the contemporary trusting online scamming taggar kaburajadulu deserve to be suspicious of the intelligence of bp budi gunawan menkopolkam ri victims of tppo victims of buying and selling human organs of the indonesian citizen body organs,positif,0.0222222222222222,2
1 jam pertama = santai masih senyum-senyum Seterusnya udah mulai muak nangis kepikiran #kaburajadulu,jam pertama santai masih senyumsenyum seterusnya udah mulai muak nangis kepikiran kaburajadulu,"['jam', 'pertama', 'santai', 'masih', 'senyumsenyum', 'seterusnya', 'udah', 'mulai', 'muak', 'nangis', 'kepikiran', 'kaburajadulu']","['jam', 'santai', 'senyumsenyum', 'muak', 'nangis', 'kepikiran', 'kaburajadulu']","['jam', 'santai', 'senyumsenyum', 'muak', 'kepikiran', 'kaburajadulu']","['jam', 'santai', 'senyumsenyum', 'muak', 'pikir', 'kaburajadulu']",jam santai senyumsenyum muak pikir kaburajadulu,canting clock smiling smiles sich thinking kaburajadulu,netral,0.0,1
kalo sudah begini kalian korban #TPPO mau minta tolong ke siapa ? tetap negara yg bisa mengusahakan bahkan membuat operasi senyap menyelamatkan kalian F*CK Taggar #KaburAjaDulu,kalo sudah begini kalian korban tppo mau minta tolong ke siapa tetap negara yg bisa mengusahakan bahkan membuat operasi senyap menyelamatkan kalian fck taggar kaburajadulu,"['kalo', 'sudah', 'begini', 'kalian', 'korban', 'tppo', 'mau', 'minta', 'tolong', 'ke', 'siapa', 'tetap', 'negara', 'yg', 'bisa', 'mengusahakan', 'bahkan', 'membuat', 'operasi', 'senyap', 'menyelamatkan', 'kalian', 'fck', 'taggar', 'kaburajadulu']","['korban', 'tppo', 'tolong', 'negara', 'yg', 'mengusahakan', 'operasi', 'senyap', 'menyelamatkan', 'fck', 'taggar', 'kaburajadulu']","['korban', 'tppo', 'tolong', 'negara', 'mengusahakan', 'operasi', 'senyap', 'menyelamatkan', 'fck', 'taggar', 'kaburajadulu']","['korban', 'tppo', 'tolong', 'negara', 'usaha', 'operasi', 'senyap', 'selamat', 'fck', 'taggar', 'kaburajadulu']",korban tppo tolong negara usaha operasi senyap selamat fck taggar kaburajadulu,tppo victims help the state of silent operation business congratulations fck taggar kaburajadulu,netral,0.0,1
Inspirasi negara tujuan buat #KaburAjaDulu,inspirasi negara tujuan buat kaburajadulu,"['inspirasi', 'negara', 'tujuan', 'buat', 'kaburajadulu']","['inspirasi', 'negara', 'tujuan', 'kaburajadulu']","['inspirasi', 'negara', 'tujuan', 'kaburajadulu']","['inspirasi', 'negara', 'tuju', 'kaburajadulu']",inspirasi negara tuju kaburajadulu,inspiration of the state of devotion kaburajadulu,netral,0.0,1
rabi KUA trus duwek e digawe #KaburAjaDulu,rabi kua trus duwek e digawe kaburajadulu,"['rabi', 'kua', 'trus', 'duwek', 'e', 'digawe', 'kaburajadulu']","['rabi', 'kua', 'trus', 'duwek', 'digawe', 'kaburajadulu']","['rabi', 'kua', 'duwek', 'digawe', 'kaburajadulu']","['rabi', 'kua', 'duwek', 'digawe', 'kaburajadulu']",rabi kua duwek digawe kaburajadulu,rabbi cuaweek duwek digawek _guraju____,netral,0.0,1
saatnya fokus #KaburAjaDulu,saatnya fokus kaburajadulu,"['saatnya', 'fokus', 'kaburajadulu']","['fokus', 'kaburajadulu']","['fokus', 'kaburajadulu']","['fokus', 'kaburajadulu']",fokus kaburajadulu,focus kaburajadulu,netral,0.0,1
yang #kaburajadulu malah investor wkwkwk,yang kaburajadulu malah investor wkwkwk,"['yang', 'kaburajadulu', 'malah', 'investor', 'wkwkwk']","['kaburajadulu', 'investor']","['kaburajadulu', 'investor']","['kaburajadulu', 'investor']",kaburajadulu investor,kaburajadulu investor,netral,0.0,1
they won the kaburajadulu movement,they won the kaburajadulu movement,"['they', 'won', 'the', 'kaburajadulu', 'movement']","['they', 'won', 'the', 'kaburajadulu', 'movement']","['they', 'won', 'the', 'kaburajadulu', 'movement']","['they', 'won', 'the', 'kaburajadulu', 'movement']",they won the kaburajadulu movement,they won the kaburajadulu movement,netral,0.0,1
Btw kmrn ada cowok jepang kayanya dia actor freelance gt ngelike postingan sm storyku hhe. Smisal mo ngelike orgnya jg gpp lho. Ak siap mengimplementasikan #KaburAjaDulu bareng km kok mas (berbicara dgn serius) ,btw kmrn ada cowok jepang kayanya dia actor freelance gt ngelike postingan sm storyku hhe smisal mo ngelike orgnya jg gpp lho ak siap mengimplementasikan kaburajadulu bareng km kok mas berbicara dgn serius,"['btw', 'kmrn', 'ada', 'cowok', 'jepang', 'kayanya', 'dia', 'actor', 'freelance', 'gt', 'ngelike', 'postingan', 'sm', 'storyku', 'hhe', 'smisal', 'mo', 'ngelike', 'orgnya', 'jg', 'gpp', 'lho', 'ak', 'siap', 'mengimplementasikan', 'kaburajadulu', 'bareng', 'km', 'kok', 'mas', 'berbicara', 'dgn', 'serius']","['btw', 'kmrn', 'cowok', 'jepang', 'kayanya', 'actor', 'freelance', 'gt', 'ngelike', 'postingan', 'sm', 'storyku', 'hhe', 'smisal', 'mo', 'ngelike', 'orgnya', 'jg', 'gpp', 'lho', 'ak', 'mengimplementasikan', 'kaburajadulu', 'bareng', 'km', 'mas', 'berbicara', 'dgn', 'serius']","['btw', 'cowok', 'jepang', 'kayanya', 'actor', 'freelance', 'ngelike', 'postingan', 'storyku', 'hhe', 'smisal', 'ngelike', 'orgnya', 'lho', 'mengimplementasikan', 'kaburajadulu', 'bareng', 'mas', 'berbicara', 'serius']","['btw', 'cowok', 'jepang', 'kaya', 'actor', 'freelance', 'ngelike', 'postingan', 'storyku', 'hhe', 'smisal', 'ngelike', 'orgnya', 'lho', 'implementasi', 'kaburajadulu', 'bareng', 'mas', 'bicara', 'serius']",btw cowok jepang kaya actor freelance ngelike postingan storyku hhe smisal ngelike orgnya lho implementasi kaburajadulu bareng mas bicara serius,btwwoma tunky filled with frelance posts with the posts imiskku hhesal to ask the person all my,positif,0.4,2
Tokoh Terkorup ketiga Sedunia yg menjadi Penyebab Utamanya... #TolakRUUTNI #IndonesiaGelapJilid2 #KaburAjaDulu,tokoh terkorup ketiga sedunia yg menjadi penyebab utamanya tolakruutni indonesiagelapjilid kaburajadulu,"['tokoh', 'terkorup', 'ketiga', 'sedunia', 'yg', 'menjadi', 'penyebab', 'utamanya', 'tolakruutni', 'indonesiagelapjilid', 'kaburajadulu']","['tokoh', 'terkorup', 'ketiga', 'sedunia', 'yg', 'penyebab', 'utamanya', 'tolakruutni', 'indonesiagelapjilid', 'kaburajadulu']","['tokoh', 'terkorup', 'ketiga', 'sedunia', 'penyebab', 'utamanya', 'tolakruutni', 'indonesiagelapjilid', 'kaburajadulu']","['tokoh', 'korup', 'tiga', 'dunia', 'sebab', 'utama', 'tolakruutni', 'indonesiagelapjilid', 'kaburajadulu']",tokoh korup tiga dunia sebab utama tolakruutni indonesiagelapjilid kaburajadulu,corrupt figures three worlds causes of the main tolakruutni indonesia,negatif,-0.1666666666666666,0
mau KaburAjaDulu pun duitnya kaga ada modal nekat? bsa bsa jdi gelandangan gua‍‍‍,mau kaburajadulu pun duitnya kaga ada modal nekat bsa bsa jdi gelandangan gua,"['mau', 'kaburajadulu', 'pun', 'duitnya', 'kaga', 'ada', 'modal', 'nekat', 'bsa', 'bsa', 'jdi', 'gelandangan', 'gua']","['kaburajadulu', 'duitnya', 'kaga', 'modal', 'nekat', 'bsa', 'bsa', 'jdi', 'gelandangan']","['kaburajadulu', 'duitnya', 'modal', 'nekat', 'gelandangan']","['kaburajadulu', 'duit', 'modal', 'nekat', 'gelandang']",kaburajadulu duit modal nekat gelandang,kaburajadulu money reckless capital,netral,0.0,1
yang mau #KaburAjaDulu kayanya nilai rupiah bakal jatoh duluan sebelum lu pada kabur,yang mau kaburajadulu kayanya nilai rupiah bakal jatoh duluan sebelum lu pada kabur,"['yang', 'mau', 'kaburajadulu', 'kayanya', 'nilai', 'rupiah', 'bakal', 'jatoh', 'duluan', 'sebelum', 'lu', 'pada', 'kabur']","['kaburajadulu', 'kayanya', 'nilai', 'rupiah', 'jatoh', 'duluan', 'kabur']","['kaburajadulu', 'kayanya', 'nilai', 'rupiah', 'duluan', 'kabur']","['kaburajadulu', 'kaya', 'nilai', 'rupiah', 'duluan', 'kabur']",kaburajadulu kaya nilai rupiah duluan kabur,__wold _ rich value rupiah first fled first,positif,0.2916666666666667,2
berita yang ladang gen z di bromo itu sangat awikwok bgt dah makin sangat ingin #kaburajadulu tp nanti ga ada yang bisa diajak bikin velocity,berita yang ladang gen z di bromo itu sangat awikwok bgt dah makin sangat ingin kaburajadulu tp nanti ga ada yang bisa diajak bikin velocity,"['berita', 'yang', 'ladang', 'gen', 'z', 'di', 'bromo', 'itu', 'sangat', 'awikwok', 'bgt', 'dah', 'makin', 'sangat', 'ingin', 'kaburajadulu', 'tp', 'nanti', 'ga', 'ada', 'yang', 'bisa', 'diajak', 'bikin', 'velocity']","['berita', 'ladang', 'gen', 'bromo', 'awikwok', 'bgt', 'dah', 'kaburajadulu', 'tp', 'diajak', 'bikin', 'velocity']","['berita', 'ladang', 'gen', 'bromo', 'awikwok', 'kaburajadulu', 'diajak', 'bikin', 'velocity']","['berita', 'ladang', 'gen', 'bromo', 'awikwok', 'kaburajadulu', 'ajak', 'bikin', 'velocity']",berita ladang gen bromo awikwok kaburajadulu ajak bikin velocity,news of the field of gromo awikwok,netral,0.0,1
Jangankan rakyat investor pun #KaburAjaDulu ....,jangankan rakyat investor pun kaburajadulu,"['jangankan', 'rakyat', 'investor', 'pun', 'kaburajadulu']","['rakyat', 'investor', 'kaburajadulu']","['rakyat', 'investor', 'kaburajadulu']","['rakyat', 'investor', 'kaburajadulu']",rakyat investor kaburajadulu,people investor kaburajadulu,netral,0.0,1
Kemlu RI berhasil pulangkan 400 WNI korban online scamming dari Myanmar. Tiba di Bandara Soekarno-Hatta pada Selasa (18/03/2025) pagi. #KaburAjaDulu https://t.co/nxQNx6ewce,kemlu ri berhasil pulangkan wni korban online scamming dari myanmar tiba di bandara soekarnohatta pada selasa pagi kaburajadulu,"['kemlu', 'ri', 'berhasil', 'pulangkan', 'wni', 'korban', 'online', 'scamming', 'dari', 'myanmar', 'tiba', 'di', 'bandara', 'soekarnohatta', 'pada', 'selasa', 'pagi', 'kaburajadulu']","['kemlu', 'ri', 'berhasil', 'pulangkan', 'wni', 'korban', 'online', 'scamming', 'myanmar', 'bandara', 'soekarnohatta', 'selasa', 'pagi', 'kaburajadulu']","['kemlu', 'ri', 'berhasil', 'pulangkan', 'wni', 'korban', 'online', 'scamming', 'myanmar', 'bandara', 'soekarnohatta', 'selasa', 'pagi', 'kaburajadulu']","['kemlu', 'ri', 'hasil', 'pulang', 'wni', 'korban', 'online', 'scamming', 'myanmar', 'bandara', 'soekarnohatta', 'selasa', 'pagi', 'kaburajadulu']",kemlu ri hasil pulang wni korban online scamming myanmar bandara soekarnohatta selasa pagi kaburajadulu,the indonesian ministry of foreign affairs resulting from returning home from the victims of the online scamming of myanmar soekarnohatta airport tuesday morning kaburajadulu,negatif,-0.125,0
klo ga keterima snbp berarti Allah sudah merencanakan aku untuk kuliah di luar negeri AAMIIN #KaburAjaDulu,klo ga keterima snbp berarti allah sudah merencanakan aku untuk kuliah di luar negeri aamiin kaburajadulu,"['klo', 'ga', 'keterima', 'snbp', 'berarti', 'allah', 'sudah', 'merencanakan', 'aku', 'untuk', 'kuliah', 'di', 'luar', 'negeri', 'aamiin', 'kaburajadulu']","['klo', 'keterima', 'snbp', 'allah', 'merencanakan', 'kuliah', 'negeri', 'aamiin', 'kaburajadulu']","['keterima', 'snbp', 'allah', 'merencanakan', 'kuliah', 'negeri', 'kaburajadulu']","['terima', 'snbp', 'allah', 'rencana', 'kuliah', 'negeri', 'kaburajadulu']",terima snbp allah rencana kuliah negeri kaburajadulu,accept snbp allah state lecture plan kaburajadulu,netral,0.0,1
Woahhh buru² amat mbah @DPR_RI dikerjar apaan sih? Pentingnya apa sih? Sipil yang mumpuni masih banyak di Indo. Kalau gk dihargai bnran dan pada #KaburAjaDulu #TolakRUUTNI,woahhh buru amat mbah dikerjar apaan sih pentingnya apa sih sipil yang mumpuni masih banyak di indo kalau gk dihargai bnran dan pada kaburajadulu tolakruutni,"['woahhh', 'buru', 'amat', 'mbah', 'dikerjar', 'apaan', 'sih', 'pentingnya', 'apa', 'sih', 'sipil', 'yang', 'mumpuni', 'masih', 'banyak', 'di', 'indo', 'kalau', 'gk', 'dihargai', 'bnran', 'dan', 'pada', 'kaburajadulu', 'tolakruutni']","['woahhh', 'buru', 'mbah', 'dikerjar', 'sipil', 'mumpuni', 'indo', 'gk', 'dihargai', 'bnran', 'kaburajadulu', 'tolakruutni']","['woahhh', 'buru', 'mbah', 'dikerjar', 'sipil', 'mumpuni', 'dihargai', 'kaburajadulu', 'tolakruutni']","['woahhh', 'buru', 'mbah', 'dikerjar', 'sipil', 'mumpuni', 'harga', 'kaburajadulu', 'tolakruutni']",woahhh buru mbah dikerjar sipil mumpuni harga kaburajadulu tolakruutni,woahhh hunting mbah worked in a qualified civilian price kaburajadulu tolakruutni,netral,0.0,1
Tiba-tiba kepikiran gimana kalau aku #kaburajadulu waktu kuliah. Aku kuliah di Amerika terus waktu Halloween aku jadi Reog Ponorogo,tibatiba kepikiran gimana kalau aku kaburajadulu waktu kuliah aku kuliah di amerika terus waktu halloween aku jadi reog ponorogo,"['tibatiba', 'kepikiran', 'gimana', 'kalau', 'aku', 'kaburajadulu', 'waktu', 'kuliah', 'aku', 'kuliah', 'di', 'amerika', 'terus', 'waktu', 'halloween', 'aku', 'jadi', 'reog', 'ponorogo']","['tibatiba', 'kepikiran', 'gimana', 'kaburajadulu', 'waktu', 'kuliah', 'kuliah', 'amerika', 'waktu', 'halloween', 'reog', 'ponorogo']","['tibatiba', 'kepikiran', 'kaburajadulu', 'waktu', 'kuliah', 'kuliah', 'amerika', 'waktu', 'halloween', 'reog', 'ponorogo']","['tibatiba', 'pikir', 'kaburajadulu', 'waktu', 'kuliah', 'kuliah', 'amerika', 'waktu', 'halloween', 'reog', 'ponorogo']",tibatiba pikir kaburajadulu waktu kuliah kuliah amerika waktu halloween reog ponorogo,suddenly i thought kaburajadulu time of american lecture when halloween reog ponorogo,netral,0.0,1
Jujur gak nyangka banget sebanyak ini antusiasme temen2 yang mau #KaburAjaDulu ke Jerman. Semoga aku bisa menjaga amanah dan banyak membantu ya dan juga temen2 bisa dipermudah dalam prosesnya.. Maaf bgt banyak yang belum aku balesin insyaAllah aku balesin satu2 ya ,jujur gak nyangka banget sebanyak ini antusiasme temen yang mau kaburajadulu ke jerman semoga aku bisa menjaga amanah dan banyak membantu ya dan juga temen bisa dipermudah dalam prosesnya maaf bgt banyak yang belum aku balesin insyaallah aku balesin satu ya,"['jujur', 'gak', 'nyangka', 'banget', 'sebanyak', 'ini', 'antusiasme', 'temen', 'yang', 'mau', 'kaburajadulu', 'ke', 'jerman', 'semoga', 'aku', 'bisa', 'menjaga', 'amanah', 'dan', 'banyak', 'membantu', 'ya', 'dan', 'juga', 'temen', 'bisa', 'dipermudah', 'dalam', 'prosesnya', 'maaf', 'bgt', 'banyak', 'yang', 'belum', 'aku', 'balesin', 'insyaallah', 'aku', 'balesin', 'satu', 'ya']","['jujur', 'nyangka', 'antusiasme', 'temen', 'kaburajadulu', 'jerman', 'semoga', 'menjaga', 'amanah', 'membantu', 'temen', 'dipermudah', 'prosesnya', 'maaf', 'bgt', 'balesin', 'insyaallah', 'balesin']","['jujur', 'antusiasme', 'kaburajadulu', 'jerman', 'semoga', 'menjaga', 'amanah', 'membantu', 'dipermudah', 'prosesnya', 'maaf', 'insyaallah']","['jujur', 'antusiasme', 'kaburajadulu', 'jerman', 'moga', 'jaga', 'amanah', 'bantu', 'mudah', 'proses', 'maaf', 'insyaallah']",jujur antusiasme kaburajadulu jerman moga jaga amanah bantu mudah proses maaf insyaallah,honestly enthusiasm kaburajadulu germany hopefully keep the mandate to help the process is easy to apologize god willing,positif,0.4277777777777777,2
Gw gahabis pikirnya 6 tahun anjir. Duh semoga anak gw pada rezekinya bagus duidnya bisa dipake KABURAJADULU dr agensi2 laknat ini.,gw gahabis pikirnya tahun anjir duh semoga anak gw pada rezekinya bagus duidnya bisa dipake kaburajadulu dr agensi laknat ini,"['gw', 'gahabis', 'pikirnya', 'tahun', 'anjir', 'duh', 'semoga', 'anak', 'gw', 'pada', 'rezekinya', 'bagus', 'duidnya', 'bisa', 'dipake', 'kaburajadulu', 'dr', 'agensi', 'laknat', 'ini']","['gahabis', 'pikirnya', 'tahun', 'duh', 'semoga', 'anak', 'rezekinya', 'bagus', 'duidnya', 'dipake', 'kaburajadulu', 'dr', 'agensi', 'laknat']","['gahabis', 'pikirnya', 'tahun', 'duh', 'semoga', 'anak', 'rezekinya', 'bagus', 'duidnya', 'kaburajadulu', 'agensi', 'laknat']","['gahabis', 'pikir', 'tahun', 'duh', 'moga', 'anak', 'rezeki', 'bagus', 'duidnya', 'kaburajadulu', 'agens', 'laknat']",gahabis pikir tahun duh moga anak rezeki bagus duidnya kaburajadulu agens laknat,"gahabis think years duh, i hope that the good sustenance child is the duid kaburajadulu agens laknat",positif,0.1999999999999999,2
Pengen #KaburAjaDulu tapi nanti ga bisa jajan ayam geprek batagor seblak dll,pengen kaburajadulu tapi nanti ga bisa jajan ayam geprek batagor seblak dll,"['pengen', 'kaburajadulu', 'tapi', 'nanti', 'ga', 'bisa', 'jajan', 'ayam', 'geprek', 'batagor', 'seblak', 'dll']","['pengen', 'kaburajadulu', 'jajan', 'ayam', 'geprek', 'batagor', 'seblak', 'dll']","['kaburajadulu', 'jajan', 'ayam', 'geprek', 'batagor', 'seblak', 'dll']","['kaburajadulu', 'jajan', 'ayam', 'geprek', 'batagor', 'seblak', 'dll']",kaburajadulu jajan ayam geprek batagor seblak dll,kaburajadulu geprek batagor seblak chicken snacks etc.,negatif,-0.6,0
Yang #KaburAjaDulu itu investor...,yang kaburajadulu itu investor,"['yang', 'kaburajadulu', 'itu', 'investor']","['kaburajadulu', 'investor']","['kaburajadulu', 'investor']","['kaburajadulu', 'investor']",kaburajadulu investor,kaburajadulu investor,netral,0.0,1
